Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,GenderMapping,DeptToIncome(%),Age_group,IncomeOutlier,loanOutlier
58,67360,22741,399,14,Female,Bachelors,"New York",Unemployed,0,0,33,middle_age,no,no
47,69299,12355,368,1,Female,"High School","New York",Self-Employed,0,0,17,middle_age,no,no
34,47517,17917,598,7,Male,Bachelors,Houston,Self-Employed,0,1,37,adulting,no,no
66,39809,22965,828,5,Male,"High School",Chicago,Salaried,0,1,57,senior,no,no
37,44344,21415,653,19,Female,Bachelors,"New York",Self-Employed,1,0,48,adulting,no,no
65,44756,22794,451,26,Female,Bachelors,"San Francisco",Self-Employed,0,0,50,senior,no,no
42,32002,14251,629,22,Female,Bachelors,Houston,Self-Employed,0,0,44,adulting,no,no
39,45616,25058,415,39,Male,PhD,"San Francisco",Unemployed,0,1,54,adulting,no,no
30,52297,21012,841,16,Female,PhD,Chicago,Self-Employed,1,0,40,young,no,no
36,65272,7354,622,12,Female,PhD,"San Francisco",Salaried,1,0,11,adulting,no,no
66,49738,15749,528,3,Male,Bachelors,Houston,Salaried,0,1,31,senior,no,no
53,26355,12836,659,19,Male,Bachelors,"New York",Self-Employed,0,1,48,middle_age,no,no
29,55303,12733,304,24,Male,PhD,Houston,Self-Employed,0,1,23,young,no,no
58,46161,16188,327,21,Female,Masters,"New York",Salaried,0,0,35,middle_age,no,no
36,70556,24908,663,16,Female,Masters,"New York",Unemployed,0,0,35,adulting,no,no
29,71442,14986,761,39,Female,Masters,"San Francisco",Self-Employed,1,0,20,young,no,no
26,71967,21800,530,10,Male,Masters,Houston,Salaried,0,1,30,young,no,no
24,41576,20489,694,24,Male,PhD,Houston,Unemployed,0,1,49,young,no,no
45,79848,13768,570,4,Female,"High School","New York",Salaried,0,0,17,adulting,no,no
31,55264,17241,575,20,Male,"High School",Houston,Unemployed,0,1,31,adulting,no,no
48,74396,26919,682,25,Male,Masters,Chicago,Salaried,1,1,36,middle_age,no,no
69,49738,21198,327,15,Male,Bachelors,Chicago,Salaried,0,1,42,senior,no,no
36,45521,24391,818,39,Male,Masters,"San Francisco",Unemployed,0,1,53,adulting,no,no
64,54110,30180,498,20,Female,Masters,"San Francisco",Self-Employed,0,0,55,senior,no,no
33,52278,23479,381,31,Female,"High School",Houston,Salaried,0,0,44,adulting,no,no
22,68822,4634,575,3,Male,Bachelors,"San Francisco",Self-Employed,0,1,6,young,no,no
52,46518,22165,689,37,Male,"High School",Houston,Salaried,1,1,47,middle_age,no,no
29,67469,15055,750,7,Male,Bachelors,"San Francisco",Unemployed,0,1,22,young,no,no
42,60984,34482,732,8,Male,PhD,Chicago,Self-Employed,1,1,56,adulting,no,no
69,46799,23194,673,16,Male,"High School","New York",Unemployed,0,1,49,senior,no,no
38,59820,15220,734,12,Female,PhD,"New York",Unemployed,0,0,25,adulting,no,no
53,42901,24532,486,8,Male,PhD,Chicago,Self-Employed,0,1,57,middle_age,no,no
40,85253,20726,689,5,Female,Masters,"New York",Self-Employed,0,0,24,adulting,no,no
33,10035,6256,517,26,Female,Bachelors,Houston,Self-Employed,0,0,62,adulting,yes,no
56,60094,26904,575,36,Male,"High School",Houston,Unemployed,0,1,44,middle_age,no,no
62,23531,16756,849,38,Female,Masters,Chicago,Unemployed,0,0,71,senior,no,no
59,46615,31365,648,23,Male,"High School",Chicago,Unemployed,0,1,67,middle_age,no,no
56,48716,19005,821,8,Male,PhD,Chicago,Self-Employed,1,1,39,middle_age,no,no
31,72615,31514,325,10,Male,"High School",Chicago,Salaried,0,1,43,adulting,no,no
48,39618,23399,347,34,Female,"High School","New York",Self-Employed,0,0,59,middle_age,no,no
22,69620,27793,669,28,Female,Masters,"New York",Salaried,1,0,39,young,no,no
52,32318,16065,313,7,Female,Bachelors,"New York",Unemployed,0,0,49,middle_age,no,no
40,70200,22824,486,16,Male,"High School",Houston,Salaried,0,1,32,adulting,no,no
46,42885,6190,823,6,Female,PhD,"San Francisco",Self-Employed,1,0,14,middle_age,no,no
60,51102,18984,578,11,Female,PhD,Houston,Self-Employed,0,0,37,middle_age,no,no
28,44954,8124,640,14,Female,Masters,"San Francisco",Self-Employed,1,0,18,young,no,no
35,69235,10856,627,28,Male,PhD,Chicago,Salaried,1,1,15,adulting,no,no
64,49738,12874,324,23,Female,"High School",Chicago,Self-Employed,0,0,25,senior,no,no
29,56653,25283,828,36,Male,Bachelors,"New York",Salaried,1,1,44,young,no,no
26,32722,18821,725,13,Female,"High School","New York",Unemployed,1,0,57,young,no,no
27,39275,20251,328,10,Female,Masters,"San Francisco",Salaried,0,0,51,young,no,no
61,34571,18603,622,34,Female,PhD,"San Francisco",Unemployed,0,0,53,senior,no,no
34,16278,28646,612,16,Male,"High School","New York",Salaried,0,1,175,adulting,no,no
55,68920,20032,569,26,Male,"High School",Chicago,Unemployed,0,1,29,middle_age,no,no
24,45083,21991,594,2,Female,PhD,"New York",Self-Employed,0,0,48,young,no,no
63,44923,15438,522,1,Female,Bachelors,Chicago,Salaried,0,0,34,senior,no,no
30,72442,29195,374,3,Male,Bachelors,Chicago,Unemployed,0,1,40,young,no,no
57,42860,29795,401,17,Male,Bachelors,Houston,Self-Employed,0,1,69,middle_age,no,no
59,37393,19705,831,19,Female,PhD,Houston,Self-Employed,0,0,52,middle_age,no,no
26,46629,15326,472,20,Female,"High School","San Francisco",Unemployed,0,0,32,young,no,no
67,33010,7072,303,13,Male,Masters,Chicago,Unemployed,0,1,21,senior,no,no
44,55165,13051,778,7,Female,"High School","New York",Salaried,1,0,23,adulting,no,no
19,44395,2663,575,1,Male,PhD,Chicago,Unemployed,0,1,5,young,no,no
22,42391,12715,466,25,Female,PhD,"San Francisco",Unemployed,0,0,29,young,no,no
46,41091,22856,599,18,Female,"High School",Chicago,Self-Employed,0,0,55,middle_age,no,no
54,48407,19597,417,27,Female,PhD,Chicago,Unemployed,0,0,40,middle_age,no,no
55,51252,38586,811,28,Female,"High School","San Francisco",Unemployed,0,0,75,middle_age,no,no
36,42200,17032,474,4,Male,"High School",Chicago,Unemployed,0,1,40,adulting,no,no
25,44619,16407,458,27,Female,Bachelors,Houston,Self-Employed,0,0,36,young,no,no
65,48777,28502,683,25,Female,PhD,"San Francisco",Self-Employed,1,0,58,senior,no,no
62,49738,4585,526,4,Female,PhD,Houston,Self-Employed,0,0,9,senior,no,no
18,50466,8146,337,14,Female,Bachelors,"San Francisco",Self-Employed,0,0,16,,no,no
39,39850,25311,762,8,Female,Bachelors,Chicago,Salaried,0,0,63,adulting,no,no
69,65069,18437,730,31,Female,Bachelors,Houston,Self-Employed,1,0,28,senior,no,no
34,51452,18620,403,25,Male,Masters,Houston,Self-Employed,0,1,36,adulting,no,no
24,42442,12503,492,36,Female,PhD,"New York",Salaried,0,0,29,young,no,no
42,49738,21918,549,14,Male,"High School",Houston,Salaried,0,1,44,adulting,no,no
62,48884,13536,312,3,Male,"High School",Houston,Salaried,0,1,27,senior,no,no
21,23993,20582,687,35,Male,"High School",Chicago,Unemployed,0,1,85,young,no,no
53,55114,10732,370,19,Male,PhD,Houston,Self-Employed,0,1,19,middle_age,no,no
23,49738,18541,737,26,Female,Masters,Houston,Unemployed,0,0,37,young,no,no
48,64016,36199,343,20,Female,PhD,Houston,Salaried,0,0,56,middle_age,no,no
36,46374,16601,571,21,Female,PhD,Chicago,Salaried,0,0,35,adulting,no,no
61,61701,18946,313,6,Male,PhD,"San Francisco",Salaried,0,1,30,senior,no,no
56,40547,18380,670,30,Female,PhD,Chicago,Salaried,1,0,45,middle_age,no,no
44,51049,21396,411,16,Male,PhD,Houston,Unemployed,0,1,41,adulting,no,no
27,68154,23745,678,6,Male,Masters,"San Francisco",Salaried,1,1,34,young,no,no
43,45965,22058,613,18,Female,Bachelors,Chicago,Self-Employed,1,0,47,adulting,no,no
36,41138,22235,714,27,Male,"High School",Chicago,Self-Employed,0,1,54,adulting,no,no
56,59826,18553,784,9,Male,PhD,"San Francisco",Self-Employed,1,1,31,middle_age,no,no
20,59535,20802,468,26,Male,PhD,"New York",Unemployed,0,1,34,young,no,no
62,41769,18288,545,12,Male,PhD,Houston,Salaried,0,1,43,senior,no,no
30,20218,5501,565,1,Female,"High School","New York",Unemployed,0,0,27,young,no,no
67,40850,41045,542,21,Male,Masters,Houston,Self-Employed,0,1,100,senior,no,no
45,60160,25825,599,19,Male,"High School",Houston,Salaried,0,1,42,adulting,no,no
37,38374,12165,626,4,Male,Masters,"New York",Unemployed,0,1,31,adulting,no,no
45,49836,21840,829,5,Female,Bachelors,"New York",Salaried,1,0,43,adulting,no,no
25,40138,9231,641,34,Female,PhD,Houston,Salaried,1,0,22,young,no,no
58,21017,16046,548,0,Male,Masters,"San Francisco",Unemployed,0,1,76,middle_age,no,no
56,39868,8144,679,34,Female,"High School","San Francisco",Self-Employed,0,0,20,middle_age,no,no
18,60097,19591,831,2,Female,Masters,"New York",Unemployed,0,0,32,,no,no
20,14446,7349,680,35,Female,Masters,"New York",Unemployed,0,0,50,young,no,no
30,53783,23107,341,6,Female,Bachelors,Chicago,Self-Employed,0,0,42,young,no,no
45,32209,25458,644,28,Male,PhD,"San Francisco",Unemployed,0,1,79,adulting,no,no
66,59127,13384,560,14,Male,PhD,"San Francisco",Salaried,0,1,22,senior,no,no
42,60715,21287,575,10,Female,"High School",Houston,Self-Employed,0,0,35,adulting,no,no
50,47421,12960,539,17,Female,"High School",Chicago,Unemployed,0,0,27,middle_age,no,no
55,47455,24094,612,3,Female,Bachelors,Houston,Salaried,1,0,50,middle_age,no,no
23,37905,14491,740,23,Female,Masters,Chicago,Self-Employed,0,0,38,young,no,no
61,29816,26312,432,10,Female,Masters,"San Francisco",Unemployed,0,0,88,senior,no,no
62,75471,5507,350,5,Female,"High School",Houston,Self-Employed,0,0,7,senior,no,no
49,37024,11960,691,17,Female,PhD,Chicago,Salaried,0,0,32,middle_age,no,no
62,73517,11129,822,14,Male,Masters,Houston,Salaried,1,1,15,senior,no,no
64,37107,21627,807,2,Male,Bachelors,Chicago,Self-Employed,0,1,58,senior,no,no
38,57878,24441,653,16,Female,"High School","New York",Salaried,1,0,42,adulting,no,no
33,32933,22245,694,32,Female,Masters,Houston,Salaried,0,0,67,adulting,no,no
38,57851,15928,395,33,Male,PhD,"New York",Self-Employed,0,1,27,adulting,no,no
28,45116,-2361,575,29,Male,PhD,Chicago,Self-Employed,0,1,-5,young,no,yes
54,45312,20310,812,18,Female,Bachelors,Houston,Unemployed,0,0,44,middle_age,no,no
53,59150,26304,575,8,Male,Bachelors,Chicago,Unemployed,0,1,44,middle_age,no,no
52,49738,41444,787,39,Male,"High School",Chicago,Self-Employed,1,1,83,middle_age,no,no
36,28578,16605,814,30,Female,"High School","New York",Salaried,0,0,58,adulting,no,no
37,61420,14677,360,26,Male,PhD,Houston,Salaried,0,1,23,adulting,no,no
35,32811,22562,715,24,Female,PhD,"San Francisco",Self-Employed,0,0,68,adulting,no,no
64,49738,17951,593,6,Male,Masters,Chicago,Self-Employed,0,1,36,senior,no,no
58,64595,30203,601,6,Female,Masters,"New York",Self-Employed,1,0,46,middle_age,no,no
66,44368,13534,469,19,Male,Masters,"San Francisco",Salaried,0,1,30,senior,no,no
31,67735,18009,340,35,Male,Bachelors,"New York",Unemployed,0,1,26,adulting,no,no
32,57227,27010,530,18,Female,Bachelors,"New York",Unemployed,0,0,47,adulting,no,no
48,39562,22467,708,1,Male,Masters,"New York",Salaried,0,1,56,middle_age,no,no
18,71021,29290,596,33,Male,PhD,Chicago,Unemployed,0,1,41,,no,no
20,32875,16507,754,16,Female,"High School","San Francisco",Self-Employed,0,0,50,young,no,no
33,44349,30106,356,23,Male,Bachelors,Chicago,Self-Employed,0,1,67,adulting,no,no
40,46905,6689,539,8,Male,Bachelors,Chicago,Salaried,0,1,14,adulting,no,no
28,59078,7010,475,0,Female,Masters,Houston,Salaried,0,0,11,young,no,no
29,66731,30232,362,27,Female,"High School","San Francisco",Self-Employed,0,0,45,young,no,no
27,65792,20059,437,14,Female,Bachelors,Houston,Self-Employed,0,0,30,young,no,no
49,53356,27367,753,20,Female,"High School","New York",Salaried,1,0,51,middle_age,no,no
33,45796,20796,748,14,Female,Bachelors,"San Francisco",Salaried,1,0,45,adulting,no,no
25,22610,19944,525,22,Female,"High School","San Francisco",Self-Employed,0,0,88,young,no,no
55,49738,9376,742,1,Female,"High School",Chicago,Self-Employed,1,0,18,middle_age,no,no
29,76500,19785,505,35,Female,Bachelors,"New York",Unemployed,1,0,25,young,no,no
41,22459,30893,575,8,Male,"High School",Chicago,Unemployed,0,1,137,adulting,no,no
45,38233,20453,756,1,Male,PhD,Houston,Self-Employed,0,1,53,adulting,no,no
25,67169,25457,406,1,Female,Bachelors,"New York",Salaried,0,0,37,young,no,no
45,53146,25235,743,17,Male,Bachelors,Chicago,Unemployed,0,1,47,adulting,no,no
53,63921,11898,335,16,Female,PhD,Chicago,Unemployed,0,0,18,middle_age,no,no
43,58142,26857,454,7,Male,"High School",Chicago,Self-Employed,0,1,46,adulting,no,no
25,72044,17490,468,33,Male,PhD,"New York",Salaried,0,1,24,young,no,no
67,54431,17923,571,33,Female,Bachelors,Houston,Salaried,0,0,32,senior,no,no
45,59952,36782,846,4,Male,PhD,"San Francisco",Self-Employed,1,1,61,adulting,no,no
45,39136,24778,719,28,Male,"High School",Chicago,Salaried,0,1,63,adulting,no,no
54,58795,14892,483,27,Male,PhD,"New York",Self-Employed,0,1,25,middle_age,no,no
58,44058,20516,536,15,Female,Bachelors,"San Francisco",Salaried,0,0,46,middle_age,no,no
53,43203,20293,808,13,Male,"High School",Chicago,Self-Employed,1,1,46,middle_age,no,no
44,63421,33489,740,1,Male,Bachelors,"New York",Salaried,1,1,52,adulting,no,no
34,63524,20316,421,39,Female,Bachelors,Houston,Self-Employed,0,0,31,adulting,no,no
26,75327,37664,716,3,Male,Masters,Chicago,Self-Employed,1,1,50,young,no,no
50,74349,9626,834,30,Male,Bachelors,"New York",Salaried,0,1,12,middle_age,no,no
37,49738,19741,674,25,Male,Bachelors,Chicago,Self-Employed,1,1,39,adulting,no,no
30,24193,13897,625,26,Male,"High School","New York",Unemployed,0,1,57,young,no,no
45,77415,16041,779,33,Female,"High School",Houston,Salaried,1,0,20,adulting,no,no
65,63770,16215,449,30,Female,"High School",Houston,Self-Employed,0,0,25,senior,no,no
46,38512,14310,789,10,Female,PhD,"New York",Salaried,0,0,37,middle_age,no,no
30,60934,33841,452,7,Male,PhD,"San Francisco",Salaried,0,1,55,young,no,no
63,34441,31380,316,11,Female,"High School",Houston,Self-Employed,0,0,91,senior,no,no
52,59279,23221,647,34,Male,Bachelors,Chicago,Unemployed,0,1,39,middle_age,no,no
23,30256,16205,758,33,Male,Bachelors,Houston,Salaried,0,1,53,young,no,no
35,37877,14534,501,12,Female,PhD,Chicago,Unemployed,0,0,38,adulting,no,no
68,60649,25934,722,26,Female,Masters,Houston,Unemployed,0,0,42,senior,no,no
22,66093,22401,579,7,Female,"High School",Houston,Self-Employed,0,0,33,young,no,no
64,49738,18841,721,20,Male,"High School",Chicago,Self-Employed,1,1,37,senior,no,no
42,45707,24330,764,10,Male,PhD,Houston,Salaried,1,1,53,adulting,no,no
19,18277,27129,654,21,Male,"High School",Chicago,Self-Employed,0,1,148,young,no,no
27,46865,18768,677,20,Male,"High School",Chicago,Salaried,1,1,40,young,no,no
47,58002,13701,575,27,Female,Bachelors,Houston,Salaried,0,0,23,middle_age,no,no
67,45249,9431,379,2,Female,"High School",Houston,Unemployed,0,0,20,senior,no,no
62,49661,22005,532,6,Male,Bachelors,Chicago,Self-Employed,0,1,44,senior,no,no
22,47216,37338,779,13,Male,"High School","New York",Self-Employed,1,1,79,young,no,no
50,45174,11115,453,14,Female,Masters,Houston,Salaried,0,0,24,middle_age,no,no
18,51138,28796,708,8,Female,Masters,"San Francisco",Unemployed,0,0,56,,no,no
35,45910,14596,330,6,Male,"High School",Houston,Self-Employed,0,1,31,adulting,no,no
49,71649,16208,802,11,Female,Masters,"New York",Unemployed,0,0,22,middle_age,no,no
64,16904,27319,670,18,Male,Masters,"New York",Unemployed,0,1,161,senior,no,no
66,41812,17958,622,26,Male,Masters,Houston,Salaried,0,1,42,senior,no,no
28,36946,21986,631,17,Male,PhD,Houston,Self-Employed,0,1,59,young,no,no
38,53287,21833,542,12,Male,Masters,"San Francisco",Self-Employed,0,1,40,adulting,no,no
43,51157,14608,729,0,Female,Bachelors,Houston,Self-Employed,1,0,28,adulting,no,no
42,49738,27161,481,37,Female,PhD,"New York",Unemployed,0,0,54,adulting,no,no
39,49738,19507,575,20,Male,Bachelors,"San Francisco",Self-Employed,1,1,39,adulting,no,no
44,38404,8892,675,33,Male,Bachelors,Houston,Salaried,0,1,23,adulting,no,no
66,50008,12860,380,12,Male,Bachelors,"San Francisco",Unemployed,0,1,25,senior,no,no
30,52945,-4933,849,22,Male,PhD,"San Francisco",Self-Employed,1,1,-9,young,no,yes
50,38033,20416,719,0,Male,"High School","New York",Unemployed,0,1,53,middle_age,no,no
51,59426,30433,766,22,Female,Masters,"New York",Unemployed,0,0,51,middle_age,no,no
58,46407,11623,727,27,Male,Masters,Chicago,Unemployed,0,1,25,middle_age,no,no
52,33985,24684,356,31,Female,"High School","New York",Salaried,0,0,72,middle_age,no,no
18,45806,23445,621,7,Male,"High School",Chicago,Self-Employed,1,1,51,,no,no
38,35035,13985,841,25,Male,Bachelors,"New York",Self-Employed,1,1,39,adulting,no,no
65,65550,32292,794,13,Male,Bachelors,"New York",Unemployed,0,1,49,senior,no,no
23,78523,17819,565,23,Male,Bachelors,Chicago,Self-Employed,0,1,22,young,no,no
45,53672,36082,526,28,Female,Masters,Chicago,Unemployed,0,0,67,adulting,no,no
34,51669,6915,353,3,Female,"High School",Chicago,Unemployed,0,0,13,adulting,no,no
22,52287,17847,303,17,Female,Masters,"San Francisco",Unemployed,0,0,34,young,no,no
48,67734,18798,738,13,Male,"High School",Chicago,Salaried,1,1,27,middle_age,no,no
22,67410,19675,609,26,Female,PhD,"San Francisco",Self-Employed,1,0,29,young,no,no
55,48265,25731,388,2,Male,Bachelors,"San Francisco",Unemployed,0,1,53,middle_age,no,no
20,53789,47185,619,29,Male,Masters,Chicago,Self-Employed,1,1,87,young,no,yes
40,59790,23641,674,35,Female,PhD,Chicago,Salaried,1,0,39,adulting,no,no
54,32935,20194,800,22,Male,Masters,Chicago,Salaried,0,1,61,middle_age,no,no
54,68189,11230,533,17,Male,"High School","New York",Unemployed,0,1,16,middle_age,no,no
27,76022,4879,636,39,Female,Masters,"New York",Salaried,1,0,6,young,no,no
27,67475,29362,484,9,Female,PhD,Chicago,Salaried,0,0,43,young,no,no
36,31316,15626,737,11,Male,PhD,Houston,Salaried,0,1,49,adulting,no,no
34,20450,40833,479,7,Female,Bachelors,Chicago,Salaried,0,0,199,adulting,no,no
38,60631,26946,375,31,Female,Masters,Houston,Salaried,0,0,44,adulting,no,no
31,38597,22732,571,16,Female,"High School","New York",Salaried,0,0,58,adulting,no,no
26,54307,23153,354,13,Male,Masters,"New York",Self-Employed,0,1,42,young,no,no
63,73027,23232,376,36,Male,Bachelors,Houston,Salaried,1,1,31,senior,no,no
18,40146,14443,595,8,Female,"High School","New York",Self-Employed,0,0,35,,no,no
68,44337,5988,518,25,Male,"High School",Chicago,Unemployed,0,1,13,senior,no,no
62,54151,15595,576,23,Male,Bachelors,Houston,Salaried,0,1,28,senior,no,no
30,30537,19853,565,22,Female,"High School",Houston,Salaried,0,0,65,young,no,no
21,38632,14817,342,30,Female,PhD,"San Francisco",Self-Employed,0,0,38,young,no,no
18,50373,9711,575,38,Female,PhD,"New York",Salaried,0,0,19,,no,no
66,45493,14014,527,1,Male,"High School",Houston,Self-Employed,0,1,30,senior,no,no
57,59126,28286,526,17,Male,Masters,Houston,Self-Employed,0,1,47,middle_age,no,no
49,91490,25986,362,15,Male,"High School",Houston,Salaried,0,1,28,middle_age,yes,no
51,49738,21371,470,28,Male,Masters,"New York",Unemployed,0,1,42,middle_age,no,no
45,37374,24697,606,10,Female,Bachelors,Houston,Unemployed,0,0,66,adulting,no,no
48,71274,10945,333,1,Female,PhD,Houston,Unemployed,0,0,15,middle_age,no,no
25,49738,13637,429,13,Female,Bachelors,Chicago,Self-Employed,0,0,27,young,no,no
56,29166,22488,693,3,Female,Bachelors,Chicago,Self-Employed,0,0,77,middle_age,no,no
43,41073,11964,450,38,Female,Bachelors,"San Francisco",Salaried,0,0,29,adulting,no,no
51,45757,20867,683,33,Male,PhD,Houston,Self-Employed,1,1,45,middle_age,no,no
20,40714,9900,575,38,Female,Bachelors,"New York",Unemployed,0,0,24,young,no,no
67,49527,6803,313,8,Male,"High School","San Francisco",Salaried,0,1,13,senior,no,no
29,54121,25889,380,39,Male,"High School","San Francisco",Unemployed,0,1,47,young,no,no
18,66034,28216,506,6,Female,Masters,"San Francisco",Salaried,0,0,42,,no,no
61,51368,14953,503,16,Male,Masters,Houston,Unemployed,0,1,29,senior,no,no
22,41571,7836,678,22,Male,Masters,"San Francisco",Salaried,1,1,18,young,no,no
47,65220,2333,843,10,Female,"High School","New York",Unemployed,0,0,3,middle_age,no,no
47,37734,34736,322,21,Male,PhD,Chicago,Self-Employed,0,1,92,middle_age,no,no
34,25511,20891,461,17,Female,Masters,Chicago,Unemployed,0,0,81,adulting,no,no
65,68089,15136,443,27,Female,"High School",Houston,Salaried,0,0,22,senior,no,no
64,67128,17089,403,15,Male,PhD,"New York",Unemployed,0,1,25,senior,no,no
40,38116,4693,681,3,Male,Bachelors,"New York",Self-Employed,0,1,12,adulting,no,no
32,44014,24959,754,35,Female,"High School","New York",Salaried,1,0,56,adulting,no,no
54,36246,36001,575,21,Male,Bachelors,Houston,Self-Employed,0,1,99,middle_age,no,no
38,54899,13738,623,10,Female,Masters,"New York",Unemployed,0,0,25,adulting,no,no
31,75981,39068,470,20,Female,Bachelors,Chicago,Salaried,1,0,51,adulting,no,no
19,60543,19069,573,39,Female,"High School","New York",Unemployed,0,0,31,young,no,no
28,65536,33334,751,15,Female,Masters,"New York",Salaried,1,0,50,young,no,no
68,62296,22458,424,8,Female,Masters,Houston,Self-Employed,0,0,36,senior,no,no
56,49998,22449,682,34,Female,PhD,"San Francisco",Self-Employed,1,0,44,middle_age,no,no
55,66250,34751,616,33,Male,Bachelors,"San Francisco",Self-Employed,1,1,52,middle_age,no,no
51,61175,26262,406,8,Female,Masters,Houston,Unemployed,0,0,42,middle_age,no,no
55,71592,22999,762,12,Male,PhD,Houston,Salaried,1,1,32,middle_age,no,no
67,43107,4469,729,5,Male,PhD,Houston,Self-Employed,1,1,10,senior,no,no
51,23928,7942,575,3,Male,"High School",Houston,Unemployed,0,1,33,middle_age,no,no
35,65679,23668,795,27,Female,Masters,"New York",Unemployed,0,0,36,adulting,no,no
47,55247,31742,661,10,Female,Bachelors,"New York",Salaried,1,0,57,middle_age,no,no
32,45559,21028,731,33,Male,Bachelors,"San Francisco",Self-Employed,1,1,46,adulting,no,no
44,46398,15270,819,34,Female,Masters,Houston,Unemployed,0,0,32,adulting,no,no
68,88320,5287,705,4,Male,Bachelors,Houston,Self-Employed,1,1,5,senior,no,no
51,40367,13731,676,38,Female,PhD,"New York",Salaried,1,0,34,middle_age,no,no
69,37200,21048,451,10,Female,PhD,Houston,Self-Employed,0,0,56,senior,no,no
55,49738,13148,621,11,Female,Masters,Chicago,Self-Employed,1,0,26,middle_age,no,no
50,67707,12284,513,18,Male,Bachelors,"New York",Unemployed,0,1,18,middle_age,no,no
41,84176,19591,364,12,Male,PhD,Chicago,Unemployed,0,1,23,adulting,no,no
32,59860,31587,569,3,Male,Masters,"New York",Salaried,0,1,52,adulting,no,no
47,30944,25478,836,13,Female,PhD,"New York",Salaried,0,0,82,middle_age,no,no
59,79563,22287,399,1,Female,Masters,"New York",Salaried,0,0,28,middle_age,no,no
68,49708,21508,404,7,Male,"High School","San Francisco",Unemployed,0,1,43,senior,no,no
34,37434,24409,430,21,Male,"High School","San Francisco",Salaried,0,1,65,adulting,no,no
22,33809,19119,688,12,Male,Masters,"New York",Salaried,0,1,56,young,no,no
46,62545,16711,620,20,Female,"High School","New York",Unemployed,0,0,26,middle_age,no,no
21,53582,25906,737,20,Male,"High School","New York",Salaried,1,1,48,young,no,no
27,55176,18197,318,27,Female,Bachelors,"New York",Unemployed,0,0,32,young,no,no
34,69298,10491,524,32,Female,"High School",Houston,Salaried,0,0,15,adulting,no,no
27,37968,31546,759,28,Male,Bachelors,Houston,Unemployed,0,1,83,young,no,no
34,49738,5041,693,36,Female,"High School",Houston,Self-Employed,1,0,10,adulting,no,no
37,42213,32147,525,21,Female,"High School","San Francisco",Unemployed,0,0,76,adulting,no,no
41,82460,24052,659,25,Female,PhD,Chicago,Unemployed,0,0,29,adulting,no,no
22,58981,12247,729,10,Female,Masters,"New York",Unemployed,0,0,20,young,no,no
51,36196,20194,314,10,Male,"High School",Houston,Salaried,0,1,55,middle_age,no,no
23,19619,16569,845,33,Female,Masters,Houston,Unemployed,0,0,84,young,no,no
19,62134,26462,713,18,Male,Masters,Houston,Unemployed,1,1,42,young,no,no
30,44387,26303,654,36,Female,PhD,"New York",Salaried,1,0,59,young,no,no
60,47667,23691,756,13,Male,Masters,"New York",Self-Employed,1,1,49,middle_age,no,no
60,61493,25971,830,28,Female,Masters,Chicago,Unemployed,0,0,42,middle_age,no,no
65,65156,19081,495,18,Male,"High School","San Francisco",Salaried,0,1,29,senior,no,no
28,68356,34093,414,36,Female,PhD,Chicago,Self-Employed,0,0,49,young,no,no
68,32377,29789,716,20,Male,Masters,"New York",Unemployed,0,1,92,senior,no,no
64,71388,16184,651,23,Male,"High School",Chicago,Self-Employed,1,1,22,senior,no,no
40,41314,26487,374,25,Male,PhD,Houston,Unemployed,0,1,64,adulting,no,no
33,16156,25789,335,11,Female,"High School",Chicago,Unemployed,0,0,159,adulting,no,no
48,32323,17922,541,18,Female,PhD,Houston,Self-Employed,0,0,55,middle_age,no,no
28,53270,17294,362,29,Male,PhD,Chicago,Self-Employed,0,1,32,young,no,no
33,35318,29716,808,14,Female,Bachelors,Houston,Self-Employed,0,0,84,adulting,no,no
25,48679,19882,487,2,Male,Bachelors,Chicago,Unemployed,0,1,40,young,no,no
21,55074,22081,392,12,Male,Bachelors,"San Francisco",Unemployed,0,1,40,young,no,no
57,47279,31209,304,8,Female,Masters,Chicago,Salaried,0,0,66,middle_age,no,no
21,42585,40267,737,12,Female,"High School","New York",Salaried,1,0,94,young,no,no
42,31240,15787,465,15,Female,PhD,"New York",Salaried,0,0,50,adulting,no,no
20,50329,18233,745,13,Female,"High School",Houston,Unemployed,0,0,36,young,no,no
49,19026,20592,324,7,Female,Masters,"New York",Self-Employed,0,0,108,middle_age,no,no
20,39710,20774,807,18,Female,Bachelors,Houston,Salaried,0,0,52,young,no,no
44,36083,23011,397,31,Male,Bachelors,"San Francisco",Unemployed,0,1,63,adulting,no,no
46,46409,16079,567,34,Male,"High School","New York",Self-Employed,0,1,34,middle_age,no,no
49,46800,9870,692,22,Male,"High School","New York",Salaried,1,1,21,middle_age,no,no
67,49738,34031,584,20,Female,PhD,Houston,Self-Employed,0,0,68,senior,no,no
68,73752,24897,408,17,Male,"High School","San Francisco",Self-Employed,0,1,33,senior,no,no
36,33233,16652,326,13,Female,PhD,"San Francisco",Salaried,0,0,50,adulting,no,no
38,79892,23497,354,15,Female,PhD,Chicago,Salaried,0,0,29,adulting,no,no
22,38311,34664,432,23,Female,Bachelors,Houston,Unemployed,0,0,90,young,no,no
35,52588,13696,351,31,Male,"High School",Houston,Self-Employed,0,1,26,adulting,no,no
